AllImageID,PCA_x,PCA_y,PCA_z,tSNE_x,tSNE_y,tSNE_z,UMAP_x,UMAP_y,UMAP_z,Area,Volume,Circularity,Eccentricity,AspectRatio,Orientation,Attenuation Density,Amplitude Var,Amplitude Skewness,Amplitude Kurtosis,Peak Amplitude,Peak Absorption,Amplitude Range,BF Entropy Mean,BF Entropy Var,BF Entropy Skewness,BF Entropy Kurtosis,BF Entropy Range,BF Entropy Peak,BF Entropy Min,BF Entropy Centroid Displacement,BF Entropy Radial Distribution,BF STD Mean,BF STD Var,BF STD Skewness,BF STD Kurtosis,BF STD Range,BF STD Peak,BF STD Min,BF STD Centroid Displacement,BF STD Radial Distribution,BF Fiber Texture Centroid Displacement,BF Fiber Texture Radial Distribution,BF Fiber Texture Pixel >Upper Percentile,BF Fiber Texture Pixel >Median,BF Fiber Mean,BF Fiber Variance,BF Fiber Skewness,BF Fiber Kurtosis,Focus factor 1,Focus factor 1a,Focus factor 1b,Focus factor 2,Focus factor 2a,Focus factor 2b,Focus factor 3,Background Stability,Dry Mass,Dry Mass Density,Dry Mass var,Dry Mass Skewness,Dry Mass Radial Distribution,Dry Mass Centroid Displacement,Peak Phase,Phase Var,Phase Skewness,Phase Kurtosis,Phase Range,Phase Min,Phase Radial Distribution,Phase Centroid Displacement,DMD Contrast 1,DMD Contrast 2,DMD Contrast 3,DMD Contrast 4,DMD Centroid Displacement,DMD Radial Distribution,Fit Texture Mean,Fit Texture Variance,Fit Texture Skewness,Fit Texture Kurtosis,Fit Texture Centroid Displacement,Fit Texture Radial Distribution,QP Entropy Mean,QP Entropy Var,QP Entropy Skewness,QP Entropy Kurtosis,QP Entropy Centroid Displacement,QP Entropy Radial Distribution,QP Fiber Centroid Displacement,QP Fiber Radial Distribution,QP Fiber Pixel >Upper Percentile,QP Fiber Pixel >Median,QP Fiber Mean,QP Fiber Var,QP Fiber Skewness,QP Fiber Kurtosis,Mean Phase Arrangement,Phase Arrangement Var,Phase Arrangement Skewness,Phase Orientation Var,Phase Orientation Kurtosis,Zero_z,AllLabel
H69_1,4.09239008176161,1.46387591557479,2.77225480788238,20.4195159060221,-6.56486279219156,-1.55728330531862,-2.908803,1.293911,-0.060361,108.916664123535,847.164306640625,1.00616085529327,0.228555336594582,0.973530948162079,-55.5974884033203,1.12038958072662,0.00230567390099168,-1.10015881061554,3.53030705451965,0.978537201881409,0.215727731585503,0.215727731585503,4.31681632995605,0.633688032627106,-0.530046224594116,2.36227178573608,3.46006631851196,5.63590478897095,2.17583870887756,0.701091825962067,0.494385093450546,0.0171113964170218,9.18717923923396e-05,0.461991429328918,2.36422085762024,0.0420838110148907,0.0437563471496105,1.67253578547388,0.563836932182312,0.500006675720215,0.639237880706787,0.575850069522858,0.137209892272949,0.166539147496223,0.333993434906006,0.174948826432228,0.651141047477722,1.61187267303467,0.0949654132127762,0.242201671004295,0.191411450505257,0.562127530574799,0.55280476808548,0.501635134220123,0.00868290383368731,0.000920243677683175,77.1111907958984,0.0910227075219154,0.00209181918762624,0.893040776252747,0.581436216831207,0.225078329443932,2.24505996704102,0.407924056053162,0.383497595787048,1.94265007972717,2.24493741989136,0.000122605328215286,5.35111856460571,0.107801675796509,0.101267211139202,0.0359968952834606,-0.453613460063934,2.16928720474243,0.518842935562134,0.679865717887878,-0.0496951602399349,0.0315380655229092,0.859135150909424,2.80907821655273,0.202254772186279,1.35698974132538,3.36599254608154,6.08803939819336,-0.37188932299614,1.39844906330109,0.238300293684006,0.826550900936127,0.553590714931488,0.513329267501831,0.224432542920113,0.388166278600693,0.369317501783371,0.137193500995636,0.35891979932785,1.57098281383514,0.0861835107207298,0.00886004976928234,0.11427878588438,3.11338329315186,5.81590175628662,0,H69
H69_2,3.62458327101562,-0.0341959916809157,-0.998164263624827,5.27226652246511,-25.896664960798,7.33123579786528,-2.940641,0.403729,0.247442,145.972229003906,1286.60473632812,1.00623381137848,0.360770106315613,0.932654798030853,37.0455322265625,1.2715812921524,0.00189562933519483,-0.596422851085663,2.30816507339478,1.00415503978729,0.168991297483444,0.168991297483444,3.98456621170044,0.759672105312347,-0.963561475276947,3.44926381111145,4.41088485717773,5.42730474472046,1.01642000675201,0.643680214881897,0.544408082962036,0.0142758442088962,8.1023397797253e-05,1.02529513835907,4.28172063827515,0.0506511814892292,0.051651619374752,1.00043881684542,0.838266134262085,0.567654728889465,0.813617408275604,0.650100409984589,0.213130354881287,0.244719311594963,0.402511447668076,0.19766603410244,0.342534899711609,1.24558115005493,0.0787407457828522,0.156460076570511,0.127109572291374,0.596627473831177,0.556602776050568,0.517602205276489,0.00736362906172872,0.000771465769503266,115.110534667969,0.0894684493541718,0.00228581973351538,-0.0415313579142094,0.556829988956451,0.180745959281921,2.56597423553467,0.609956920146942,0.279532462358475,1.69478905200958,2.5658655166626,0.000108544300019275,6.17073488235474,0.208699077367783,0.107512921094894,0.0434428416192532,-0.0809092000126839,2.06510782241821,0.471355199813843,0.694290339946747,-0.0563548803329468,0.0325870700180531,0.420366764068604,2.07428646087646,0.519896984100342,1.2845379114151,2.96892046928406,6.39204168319702,-0.0964679718017578,1.23971736431122,0.373549044132233,0.848007082939148,0.50547856092453,0.50244528055191,0.226450994610786,0.388011425733566,0.358942598104477,0.138122007250786,0.377362370491028,1.54018294811249,0.0845162868499756,0.00842882413417101,0.110212467610836,3.1607871055603,5.83095026016235,0,H69
H69_3,2.89697262812329,-3.8575169643172,2.79015967782126,31.5212420055389,-8.31136455121808,-5.61385816317744,-3.364546,2.035883,-0.691585,140.694442749023,1227.93579101562,1.00907385349274,0.307912170886993,0.95141476392746,56.0216064453125,1.56689369678497,0.00301362760365009,-0.261354893445969,1.85706317424774,0.998660922050476,0.205647438764572,0.205647438764572,4.48678493499756,0.591212689876556,-1.36894738674164,5.0956072807312,4.32201099395752,5.54319143295288,1.22118043899536,0.831313014030457,0.524056613445282,0.0199000239372253,9.88339743344113e-05,0.0972714871168137,2.04905557632446,0.0440683402121067,0.0449457615613937,0.877421931363642,0.832492589950562,0.554045557975769,0.615799129009247,0.671614408493042,0.15083909034729,0.168608099222183,0.299465835094452,0.18402124941349,0.823824465274811,1.77002263069153,0.110051155090332,0.275252252817154,0.219814300537109,0.589495420455933,0.5924152135849,0.555047333240509,0.011833194643259,0.0010652020573616,111.966354370117,0.0911825820803642,0.0023748220410198,0.436351597309113,0.560382068157196,0.184881091117859,2.64979004859924,0.606115102767944,0.415255904197693,1.88797807693481,2.64891219139099,0.000877674610819668,6.05575799942017,0.0999580472707748,0.106249362230301,0.0395586788654327,-0.372059226036072,2.01747155189514,0.420047909021378,0.675308585166931,-0.0601472333073616,0.0453745573759079,0.840480208396912,2.82829546928406,0.151033818721771,1.32942497730255,3.08436250686646,6.44947147369385,-0.166112974286079,1.2519189119339,0.256613701581955,0.844783663749695,0.836359918117523,0.502231538295746,0.149259626865387,0.322211265563965,0.316400408744812,0.117373965680599,0.57639741897583,1.92996001243591,0.0843498781323433,0.0084781413897872,0.111774906516075,3.20133924484253,5.84841394424438,0,H69
H69_4,5.32061518032925,2.72726821553365,-0.126175898126471,37.7577514443511,-12.6418129406666,5.71555352510613,-4.393226,1.180514,0.159789,123.138885498047,974.296325683594,0.991008698940277,0.481544703245163,0.876421511173248,5.43476533889771,1.55520606040955,0.00112388923298568,-0.517455518245697,3.1454701423645,0.985483765602112,0.172728464007378,0.172728464007378,4.23531723022461,0.424897134304047,-0.504051148891449,2.55138659477234,2.97968339920044,5.41368293762207,2.43399930000305,0.71271026134491,0.508073270320892,0.0157430488616228,6.79859876981936e-05,0.563688158988953,2.55848860740662,0.0374502129852772,0.0388583950698376,1.40818057116121,0.4056476354599,0.495764315128326,0.339395642280579,0.55971622467041,0.175953075289726,0.228287845849991,0.398116856813431,0.175476536154747,0.332732051610947,1.33954918384552,0.0875095501542091,0.18471471965313,0.145858883857727,0.571845829486847,0.54240345954895,0.498544484376907,0.00440689921379089,0.00159766711294651,85.566162109375,0.0878235474228859,0.00280121015384793,7.51786947250366,0.570989191532135,0.068881057202816,2.47683906555176,0.438133955001831,0.515285134315491,2.25690364837646,2.47678256034851,5.65710397495423e-05,5.41737079620361,0.053707055747509,0.10300101339817,0.0354039445519447,-0.575827479362488,2.42544484138489,0.348518341779709,0.665514290332794,-0.0481646358966827,0.0467864722013474,1.17754983901978,4.08301973342896,1.16516029834747,1.36150419712067,3.31738901138306,6.09522390365601,-0.338758796453476,1.38109076023102,0.19267375767231,0.829384744167328,0.977251768112183,0.557683825492859,0.33453643321991,0.438754796981812,0.416594177484512,0.175600841641426,0.240705266594887,1.30484247207642,0.0851440280675888,0.00868916790932417,0.113644361495972,3.1374089717865,5.88069677352905,0,H69
H69_5,4.09037731588554,2.59355397971644,-2.00260169869212,20.6316901582502,-8.51613014628954,-5.99056815967284,-2.938195,0.995445,0.592716,133.611114501953,1140.32775878906,1.0192950963974,0.284997224807739,0.958528339862823,52.0345649719238,0.986199796199799,0.00120956357568502,-0.497093766927719,2.24163174629211,1.0000638961792,0.133007600903511,0.133007600903511,4.05157852172852,0.457147121429443,-0.568902313709259,2.94575834274292,3.29365563392639,5.31164979934692,2.01799416542053,0.754664480686188,0.514635562896729,0.0130398338660598,4.34596186096314e-05,0.586378395557404,2.55524015426636,0.0295876190066338,0.0314507111907005,1.86309334821999,0.569666922092438,0.531512379646301,0.283569633960724,0.618725180625916,0.135135129094124,0.164241164922714,0.310182631015778,0.171031966805458,0.782356381416321,1.79259848594666,0.0721725970506668,0.182747021317482,0.144164890050888,0.587663888931274,0.561991155147552,0.521239101886749,0.00474567478522658,0.000527557102032006,102.404502868652,0.0898026898503304,0.00211353180930018,0.1365005671978,0.569952666759491,0.159876853227615,2.3555166721344,0.521558284759521,0.251063644886017,1.69289708137512,2.35548830032349,2.82902528851992e-05,5.9846887588501,0.157570198178291,0.105876214802265,0.0449613407254219,-0.201429829001427,1.9009336233139,0.417775273323059,0.697587668895721,-0.0496364794671535,0.037468783557415,0.615172743797302,2.44801878929138,0.609807193279266,1.29381799697876,3.019859790802,6.26324844360352,-0.143473535776138,1.26239204406738,0.350789397954941,0.845575988292694,0.825136721134186,0.538450479507446,0.265904366970062,0.435343027114868,0.379529178142548,0.150896564126015,0.273330956697464,1.37418556213379,0.0859018191695213,0.00869381055235863,0.111884899437428,3.14776372909546,5.87315034866333,0,H69
H69_6,6.06323877504349,0.666067358097806,-0.552444983189586,20.831398593541,-10.1909796003527,-2.15067917879713,-3.05426,1.111055,0.151784,115.166664123535,897.223388671875,1.01344037055969,0.372841358184814,0.927895128726959,79.2352066040039,0.870930373668671,0.00132308271713555,-0.850976347923279,3.07511758804321,0.994172632694244,0.151094064116478,0.151094064116478,4.10189437866211,0.488280236721039,-0.836086273193359,3.55532884597778,3.59345293045044,5.42905426025391,1.83560168743134,0.820244967937469,0.492736250162125,0.0138009982183576,6.05691311648116e-05,1.06081938743591,4.02896928787231,0.0409024469554424,0.0425275601446629,1.6251114429906,0.897024631500244,0.51924592256546,1.0023238658905,0.605223536491394,0.134105160832405,0.167390257120132,0.341978877782822,0.175950735807419,0.61198902130127,1.56200802326202,0.0764027163386345,0.196522906422615,0.149464339017868,0.56830620765686,0.553493738174438,0.500301003456116,0.00511533627286553,0.000395477080019191,75.0833435058594,0.0836841091513634,0.00253694714047015,0.463863611221313,0.548398971557617,0.203575968742371,2.22486925125122,0.468224257230759,0.379287391901016,1.75734412670135,2.22434377670288,0.000525339448358864,5.41001558303833,0.196605458855629,0.102441377937794,0.0432270914316177,-0.153104394674301,1.86485826969147,0.390619993209839,0.67774623632431,-0.0584786981344223,0.0388074591755867,0.635279715061188,2.27759718894958,0.203368812799454,1.33238530158997,3.38340997695923,6.06037044525146,-0.389720410108566,1.41643989086151,0.278961598873138,0.824476659297943,0.572424113750458,0.487743139266968,0.193198263645172,0.3485287129879,0.331078618764877,0.1315728276968,0.517731845378876,1.7105655670166,0.0831412300467491,0.00821277964860201,0.109753333032131,3.14598560333252,5.86241006851196,0,H69
H69_7,4.3100610241401,-7.42529005637686,-1.24573240598505,-5.60160020202633,-32.0630102191508,9.74654913400105,-2.965076,-1.406818,-0.03909,117.277778625488,931.285034179688,1.01388967037201,0.321909338235855,0.946770489215851,-78.9484481811523,1.9618067741394,0.00307963415980339,0.256256312131882,1.65692818164825,1.03066325187683,0.180665597319603,0.180665597319603,3.82212686538696,2.37158870697021,-1.42066371440887,3.97227334976196,5.64522457122803,5.64522457122803,0,0.928882300853729,0.575908720493317,0.019633000716567,9.60728139034472e-05,0.0882207155227661,1.86531007289886,0.0388056077063084,0.0404129102826118,1.6073026927188,0.877131104469299,0.527877271175385,1.09853267669678,0.67868834733963,0.262908577919006,0.282093793153763,0.478551030158997,0.217791974544525,0.0424371063709259,1.08500039577484,0.107903547585011,0.182448700070381,0.154147490859032,0.679547548294067,0.649074614048004,0.614081263542175,0.0124688092619181,0.000933419214561582,89.1283416748047,0.0957046821713448,0.00344570144079626,0.228882193565369,0.540774047374725,0.2218317091465,2.732905626297,0.704772233963013,0.51378208398819,1.93120980262756,2.73246335983276,0.000442292657680809,5.4535665512085,0.224996000528336,0.122497595846653,0.0476770326495171,-0.505684316158295,2.10086441040039,0.408688575029373,0.664294719696045,-0.0746750608086586,0.066379003226757,0.898897349834442,2.67682147026062,0.363472372293472,1.34292376041412,3.17774724960327,6.09757566452026,-0.254033625125885,1.32978951931,0.31489759683609,0.833293497562408,0.405819445848465,0.49362114071846,0.169114157557487,0.3126480281353,0.310250967741013,0.122911803424358,0.615914344787598,1.89034914970398,0.0817606374621391,0.00798817630857229,0.108961664140224,3.11897110939026,5.8215274810791,0,H69
H69_8,-2.51937043386452,2.43000524536651,-0.540925479003237,-5.3051927180161,22.7715015070484,23.2806900206324,1.774911,1.355521,1.869305,188.722229003906,1535.57421875,0.89787632226944,0.801899313926697,0.597459197044373,88.5416870117188,1.69360184669495,0.00328516354784369,-0.561731040477753,1.96195948123932,1.03073275089264,0.199707925319672,0.199707925319672,3.61320686340332,2.81259655952454,-0.923336029052734,2.65977001190186,5.77194881439209,5.77194881439209,0,0.546893358230591,0.55853009223938,0.0195531602948904,0.000137260256451555,0.218115448951721,1.79369759559631,0.0469623021781445,0.0483505949378014,1.38829427305609,0.542488813400269,0.580324947834015,0.441026747226715,0.630542397499084,0.16970856487751,0.190020605921745,0.317136198282242,0.189680442214012,0.752461314201355,1.66215634346008,0.108209788799286,0.201385214924812,0.172075733542442,0.696385562419891,0.650997519493103,0.618528246879578,0.0126609308645129,0.000991811859421432,175.533004760742,0.11431098729372,0.0259620994329453,8.45789241790771,0.56359988451004,0.114352956414223,2.95012259483337,0.749912202358246,0.136099651455879,1.69097888469696,2.94923853874207,0.000884071050677449,6.61599063873291,0.109696060419083,0.125450402498245,0.0485154986381531,-0.51536500453949,2.16949605941772,0.32115963101387,0.73578953742981,-0.0280398968607187,0.0998351126909256,0.17882265150547,2.60473155975342,3.84864497184753,0.924719214439392,2.50128054618835,6.20023155212402,0.220135942101479,1.29564309120178,0.486401855945587,0.884540736675262,0.889694929122925,0.598463118076324,0.251839846372604,0.412569910287857,0.394008338451385,0.141660526394844,0.278385996818542,1.51170027256012,0.0960177481174469,0.0110909398645163,0.129448667168617,3.13896417617798,5.87191534042358,0,H69
H69_9,8.09882219869827,0.183907906813474,6.03613896742503,33.099667065707,-24.2864307134893,4.08306060526861,-4.523467,1.069148,-0.631753,82,485.580780029297,0.874144732952118,0.702508568763733,0.71167528629303,47.6906967163086,2.06811881065369,0.00278038578107953,0.0180238950997591,1.98559379577637,0.95967572927475,0.210180670022964,0.210180670022964,4.71291494369507,0.183758109807968,-0.581258475780487,3.38395738601685,2.60233330726624,5.62658548355103,3.02425193786621,0.260993808507919,0.514619886875153,0.0208344273269176,6.25861648586579e-05,0.139328420162201,2.16035985946655,0.0362465269863605,0.0388589836657047,2.61245667934418,0.18089559674263,0.518813848495483,0.0100031523033977,0.672981083393097,0.226626023650169,0.248306229710579,0.410387277603149,0.210990726947784,0.316456317901611,1.19359588623047,0.11347621679306,0.33735516667366,0.261645704507828,0.524591326713562,0.560131311416626,0.483661681413651,0.011102482676506,0.00227203313261271,47.852725982666,0.0985473990440369,0.00699817016720772,4.7793116569519,0.550660789012909,0.357822775840759,2.20630788803101,0.332265615463257,0.676749289035797,2.49538993835449,2.20532560348511,0.000982186174951494,4.17832565307617,0.380078136920929,0.0945525467395782,0.0409722328186035,-0.0341672673821449,1.48686969280243,0.444575726985931,0.620160102844238,-0.0472388863563538,0.0597322806715965,1.26619219779968,4.01811742782593,0.590399742126465,1.62779021263123,3.96050953865051,4.97378063201904,-0.863934755325317,2.10590791702271,0.0812568441033363,0.808255612850189,0.326837658882141,0.570164561271667,0.2093495875597,0.357046067714691,0.338503450155258,0.137587279081345,0.529947638511658,1.70268905162811,0.0855048969388008,0.00902238674461842,0.120230183005333,3.04163599014282,5.81153964996338,0,H69
H69_10,10.7042252570607,-3.6460220073691,-3.57529826424408,7.41720353064196,-35.9219093350346,14.1153501769343,-4.1757,-0.613618,0.382899,86.8611145019531,591.677429199219,0.994771838188171,0.373900204896927,0.927468955516815,-37.6407814025879,1.19704949855804,0.00121242995373905,0.471839219331741,2.16554832458496,1.01762497425079,0.133674323558807,0.133674323558807,3.99055886268616,0.738359689712524,-1.90420746803284,7.66492128372192,5.15016460418701,5.15016460418701,0,1.59822118282318,0.557243883609772,0.0151700340211391,4.65528937638737e-05,0.864074170589447,3.69112634658813,0.0352243222296238,0.0379076190292835,2.68329726532102,1.40257704257965,0.523081660270691,2.03097081184387,0.681770324707031,0.210105538368225,0.246562197804451,0.522033631801605,0.194927901029587,-0.181297913193703,1.1906191110611,0.0841216370463371,0.136965110898018,0.108379498124123,0.546476721763611,0.478875756263733,0.443515539169312,0.00492933904752135,0.000376735435565934,43.6277046203613,0.0737356245517731,0.00225547677837312,0.275952458381653,0.531452715396881,0.109342724084854,1.96844220161438,0.339983940124512,0.601646721363068,2.06024026870728,1.96811413764954,0.000328042806359008,4.63984107971191,0.114830583333969,0.0984731689095497,0.0388558767735958,-0.237752109766006,1.81512939929962,0.263976246118546,0.647685289382935,-0.0563538558781147,0.0472054146230221,0.98519766330719,2.88053154945374,0.135969221591949,1.40718376636505,3.94536232948303,4.96676778793335,-0.826341927051544,2.10088586807251,0.116904497146606,0.785245954990387,0.439787596464157,0.46000349521637,0.190917819738388,0.321074515581131,0.303271800279617,0.137164682149887,0.707980394363403,1.89890122413635,0.0805439502000809,0.00779458787292242,0.108278043568134,3.03462386131287,5.77771806716919,0,H69
